lifter,age,bodyWeight,snatch1,snatch2,snatch3,snatchBest,cj1,cj2,cj3,cjBest,total
"Alyssa Ballard","Junior Women's 76kg",75.7,83,85,87,87,110,112,-115,112,199
"Braylen Lopez","Junior Men's 67kg",64.35,81,85,88,88,100,105,110,110,198
"Kaiden Mima","Junior Men's 61kg",60.3,84,-87,87,87,107,111,-115,111,198
"Addie Anderson","Junior Women's 71kg",69,-83,83,-87,83,108,114,-120,114,197
"Haley Reeves","Junior Women's 81kg",80.95,-90,90,-93,90,103,107,-108,107,197
"Chase Zilcosky","Junior Men's 61kg",60.15,75,80,86,86,105,110,-113,110,196
"Hayden Meadows","Junior Men's 81kg",73.31,85,-89,-89,85,105,109,-112,109,194
"Nicole Caamano","Junior Women's 64kg",63.89,-87,-87,87,87,-105,-107,107,107,194
"Aubriana Montplaisir","Junior Women's 76kg",73.55,80,82,-85,82,110,-112,112,112,194
"Michael Habib","Junior Men's 73kg",68.65,79,82,86,86,98,102,107,107,193
"Kat Carter","Junior Women's 76kg",72.15,81,84,86,86,104,107,-111,107,193
"Emma Rogers","Junior Women's 87kg",85,82,84,87,87,102,106,-110,106,193
"Tyson Tran","Junior Men's 67kg",66.48,82,-86,86,86,102,106,-110,106,192
"Miranda Ulrey","Junior Women's 59kg",58.7,-85,85,-87,85,-104,105,107,107,192
"Shreyas Sathya","Junior Men's 67kg",64.03,80,-83,84,84,104,107,-111,107,191
"Kennedy Bui","Junior Men's 67kg",65.93,-83,83,-86,83,104,108,-112,108,191
"Abby Raymond","Junior Women's 64kg",63.14,-86,-86,86,86,105,-109,-112,105,191
"haley trinh","Junior Women's 64kg",63.81,-81,81,83,83,-108,108,-112,108,191
"Connor Chan","Junior Men's 67kg",66.2,83,87,-91,87,102,-106,-106,102,189
"Jenna McClain","Junior Women's +87kg",94.22,-75,75,81,81,102,-106,108,108,189
"Bennett Schwitters","Junior Men's 81kg",74.84,83,-87,-87,83,-104,105,-110,105,188
"Ruby Shepard","Junior Women's 76kg",74.5,78,81,-84,81,102,-106,107,107,188
"Madison Atwood","Junior Women's 87kg",86.65,78,-84,-88,78,105,-110,110,110,188
"Chloe Crooks","Junior Women's +87kg",106.58,75,80,-82,80,100,104,108,108,188
"Nahshon Paul","Junior Men's 67kg",63.65,78,-81,-82,78,104,108,-111,108,186
"Fionnuala McCabe","Junior Women's 81kg",78.11,74,77,80,80,98,102,105,105,185
"Emily Stamm","Junior Women's +87kg",107.86,71,75,78,78,-102,103,107,107,185
"Drake Cole","Junior Men's 61kg",59.6,80,-85,-85,80,100,104,-107,104,184
"Gabriel Yecko","Junior Men's 67kg",65.69,80,84,-89,84,-100,100,-106,100,184
"Coleton Gremillion","Junior Men's 61kg",59.25,78,-80,81,81,98,101,-103,101,182
"Kailey Papas","Junior Women's 59kg",58.3,78,80,82,82,98,-100,100,100,182
"Angelina Dabney","Junior Women's 59kg",58.45,75,79,81,81,95,98,-100,98,179
"Ashley Rahn","Junior Women's 64kg",63.49,73,76,79,79,92,-96,98,98,177
"Tristain Atwood","Junior Women's 87kg",85.05,65,-71,75,75,102,-106,-107,102,177
"Chloe Honaker","Junior Women's 76kg",72.2,72,75,78,78,93,96,98,98,176
"Kyleigh Lafary","Junior Women's +87kg",135.91,72,75,-79,75,95,98,101,101,176
"Sebastian Rose","Junior Men's 55kg",54.65,74,77,-80,77,93,96,98,98,175
"Olivia Warrington","Junior Women's 76kg",72.4,73,76,79,79,92,96,-98,96,175
"Makiyah  Nickerson","Junior Women's 59kg",58.3,-78,-78,78,78,-95,-96,96,96,174
"Laura Cochran","Junior Women's 71kg",69.15,78,-82,-84,78,95,-100,-100,95,173
"Kimberly Wiese","Junior Women's 71kg",66.71,74,-77,77,77,90,94,-98,94,171
"Ava Haber","Junior Women's 81kg",80.83,75,-79,-80,75,96,-100,-102,96,171
"Jayden Bernstein","Junior Men's 67kg",65.85,73,-76,-77,73,91,94,97,97,170
"james devall jr","Junior Men's 61kg",58.65,64,68,73,73,89,-94,95,95,168
"Brianna Leverenz","Junior Women's 64kg",63.1,-74,74,78,78,87,-90,90,90,168
"Cadence Ricci","Junior Women's 64kg",62.62,74,-77,77,77,-91,91,-96,91,168
"Isabella Rodriguez","Junior Women's 49kg",49,66,69,-72,69,90,94,98,98,167
"D. Irizarry","Junior Women's 55kg",54.33,70,-73,-73,70,94,97,-100,97,167
"Mia Nguyen","Junior Women's 59kg",58.6,77,-80,-81,77,87,-90,-90,87,164
"Adrienne Mongeon","Junior Women's 76kg",74.25,-69,69,-73,69,90,-95,95,95,164
"Josh Noll","Junior Men's 67kg",61.15,73,-75,-75,73,-90,90,-92,90,163
"Jaycee Mann","Junior Women's 55kg",52.13,-69,69,73,73,87,90,-94,90,163
"Kayleigh Maloney","Junior Women's 59kg",57.25,-73,73,77,77,82,85,-89,85,162
"Zadie Nix","Junior Women's 71kg",69.97,70,-73,73,73,85,-88,89,89,162
"Ivy Gunn","Junior Women's 76kg",71.6,-72,-72,72,72,90,-94,-94,90,162
"Lexi Thomas","Junior Women's +87kg",98.98,-66,66,69,69,93,-96,-96,93,162
"Gracy Johnson","Junior Women's 64kg",63.06,-71,71,-75,71,85,90,-93,90,161
"Hayden Mentzer","Junior Women's 76kg",73.8,64,67,-70,67,-92,94,-97,94,161
"Grace Le","Junior Women's 59kg",58.3,65,69,-72,69,85,-90,90,90,159
"Kayden Arliss","Junior Women's 71kg",68.74,70,73,75,75,84,-87,-87,84,159
"Adriana J Rosa","Junior Women's 64kg",62.9,68,-71,-71,68,90,-93,-93,90,158
"danila tuazon","Junior Women's 59kg",58.05,-68,-69,69,69,-88,89,-92,89,158
"Adrianna Matarelli","Junior Women's 81kg",79.45,60,64,67,67,83,87,90,90,157
"Emma Simms","Junior Women's 64kg",62.25,68,-71,-72,68,84,87,-90,87,155
"Jane Miller","Junior Women's 76kg",73.85,66,68,70,70,82,85,-88,85,155
"Lia Vanderpoel","Junior Women's 71kg",70.49,65,-68,-68,65,85,89,-94,89,154
"Addison Clayton","Junior Women's 64kg",60.1,65,-68,68,68,85,-88,-88,85,153
"Dana Quiroz","Junior Women's 71kg",69.42,63,66,-69,66,84,-87,87,87,153
"Ruth Harris","Junior Women's 64kg",62,62,65,-69,65,-85,-87,87,87,152
"Emma Hartwick","Junior Women's 64kg",60.15,62,65,-68,65,82,86,-90,86,151
"Emily Smith","Junior Women's 71kg",67.19,64,-67,69,69,75,79,81,81,150
"Lauryn Hong","Junior Women's 71kg",70.57,67,-70,-71,67,79,83,-86,83,150
"Hayden Brandon","Junior Women's 76kg",75.65,63,66,68,68,-78,-79,79,79,147
"Shannon Bryan","Junior Women's 64kg",62.15,59,64,-70,64,79,82,83,83,147
"Katherine McDaniel","Junior Women's 71kg",67.55,-64,64,-70,64,83,-87,-87,83,147
"Alexa  Estevez","Junior Women's 59kg",58.1,68,-71,71,71,75,-78,-80,75,146
"Rubie Dobbins","Junior Women's 71kg",69.32,-64,64,-69,64,82,-85,-86,82,146
"Kinsey Bunce","Junior Women's 71kg",70.31,63,66,-69,66,-79,79,-82,79,145
"Valeria Arellano","Junior Women's 59kg",58.15,-60,60,63,63,76,80,-84,80,143
"Cali Schnur","Junior Women's 55kg",53.55,-61,63,-66,63,79,-82,-84,79,142
"Caitlyn Ogami","Junior Women's 55kg",54.62,60,63,-65,63,-78,78,-80,78,141
"Madi  Muse","Junior Women's 55kg",54.27,-56,56,59,59,79,-82,82,82,141
"Ashley Greenfield","Junior Women's 64kg",62.9,60,63,-66,63,75,78,-80,78,141
"TAYLOR TINGEN","Junior Women's 59kg",55.85,58,61,65,65,71,76,-82,76,141
"Sarah Eiswerth","Junior Women's 49kg",48.7,58,61,-64,61,74,-78,79,79,140
"Adriana DiMeo","Junior Women's 59kg",58.35,54,58,-62,58,75,80,82,82,140
"Catherine Wagner","Junior Women's 71kg",66.05,60,-63,-65,60,-79,79,-83,79,139
"Amber Bailey","Junior Women's 59kg",57.7,-58,-58,58,58,-80,80,-82,80,138
"Marlow Nichols","Junior Women's 59kg",58,60,63,-66,63,70,74,-77,74,137
"Jordyn Dearth","Junior Women's 64kg",63.05,58,61,-63,61,73,76,-79,76,137
"Amir Hossain","Junior Men's 55kg",54.4,58,61,63,63,-68,68,73,73,136
"Kimberly Rivera","Junior Women's 71kg",70.1,53,-56,57,57,78,-82,-83,78,135
"Makayla Cogan","Junior Women's 55kg",53.5,-60,61,-63,61,70,72,-74,72,133
"Alyssa Jordan","Junior Women's 59kg",58.4,57,59,-61,59,70,73,-78,73,132
"Stephanie Bradt","Junior Women's 59kg",58.3,-59,59,-61,59,-70,70,-72,70,129
"Hailey Thomas","Junior Women's 71kg",66.46,60,62,-64,62,-67,-67,67,67,129
"Daniela De Sousa","Junior Women's 55kg",54.54,55,58,-61,58,70,-73,-73,70,128
"Anasia Clairvoyant","Junior Women's 55kg",54.07,56,-58,-59,56,67,69,71,71,127
"Jessica Bristol","Junior Women's 59kg",56.85,50,52,-55,52,70,74,-79,74,126
"Emma Reitan","Junior Women's 55kg",53.45,49,51,54,54,65,68,-72,68,122
"Karen Martinez","Junior Women's 55kg",54.35,-53,53,-57,53,60,63,66,66,119
"Mary Berris","Junior Women's 55kg",51.91,-50,-50,50,50,66,69,-72,69,119
"Kaitlyn Gallagher","Junior Women's 49kg",48.05,47,50,-52,50,64,68,-70,68,118
"Elsie Dahnert","Junior Women's 55kg",53.25,45,-48,50,50,-67,-67,67,67,117
"Grace Masters","Junior Women's 49kg",46.75,50,52,-54,52,62,-65,65,65,117
"Lily Aakre","Junior Women's 55kg",53.18,47,50,-53,50,63,66,-70,66,116
"Jelina Bly","Junior Women's 49kg",47.35,45,-48,-48,45,67,70,-73,70,115
"courtney  bedford","Junior Women's 55kg",54.4,53,-55,-55,53,61,-64,-65,61,114
"Kaila Corbridge","Junior Women's 45kg",44.7,46,49,-51,49,56,59,63,63,112
"Emily Oliver","Junior Women's 45kg",44.6,48,50,-52,50,58,61,-64,61,111
"Isabella  Paul","Junior Women's 45kg",42.95,46,-48,48,48,58,61,-65,61,109
"Madyn Parker","Junior Women's 49kg",47.65,42,44,-47,44,53,57,-59,57,101
"Alessandra Diaz","Junior Women's 49kg",47.8,41,43,-46,43,55,-57,57,57,100
"Nina Mergen","Junior Women's 49kg",47.85,-44,44,-47,44,55,-58,-58,55,99
"Andrew Dickey","Junior Men's 67kg",63.47,-85,-87,-87,0,105,-110,-110,105,0
"Nathaniel Lee","Junior Men's 67kg",66.65,-88,-88,-88,0,120,-124,-125,120,0
"Evan Fukuhara","Junior Men's 67kg",66.8,-110,-110,-110,0,130,135,140,140,0
"Razmig Shahvekilian","Junior Men's 73kg",71.55,87,-90,-90,87,-114,-114,-115,0,0
"Nkengateh Lekelefac","Junior Men's 73kg",72.25,77,82,86,86,-100,-102,-102,0,0
"Luke Wiest","Junior Men's 81kg",79.38,-90,90,-93,90,-111,-111,-111,0,0
"James Quinn","Junior Men's 81kg",79.27,-110,110,115,115,-130,-130,-131,0,0
"Blain McFarland","Junior Men's 73kg",71.05,-97,-98,-98,0,120,124,-129,124,0
"William Prokop","Junior Men's 89kg",88.5,108,113,120,120,0,0,0,0,0
"Jevin Guldin","Junior Men's 81kg",79.13,124,-127,0,124,0,0,0,0,0
"George Upmeyer","Junior Men's 89kg",88,130,135,-140,135,-165,-166,-171,0,0
"Nicholas Pippin","Junior Men's 73kg",71.4,110,-117,-117,110,-130,-130,-130,0,0
"Conner Popielarz","Junior Men's 89kg",85.1,-130,-130,-132,0,162,166,-171,166,0
"Grant Fristo","Junior Men's 96kg",94.6,110,-115,-116,110,-135,-136,-136,0,0
"Trevean Moore","Junior Men's 102kg",99.7,-104,104,-115,104,-136,-136,-137,0,0
"Reece Pullins","Junior Men's 102kg",97.35,98,-103,-105,98,-135,-135,-135,0,0
"Lucas Brinson","Junior Men's 96kg",94.65,117,-121,122,122,-160,-162,-162,0,0
"Connor Gunderson","Junior Men's 102kg",96.5,-125,-125,-125,0,-150,150,-156,150,0
"Lilly York","Junior Women's 55kg",52.25,50,-55,0,50,0,0,0,0,0
"Denise Diaz","Junior Women's 55kg",53.78,-61,-62,-63,0,70,74,79,79,0
"Alexandria Green","Junior Women's 59kg",58.65,65,-68,70,70,-89,-94,-94,0,0
"Mallory Garza","Junior Women's 59kg",58.9,-79,-80,-81,0,105,-108,108,108,0
"Nina Pollack","Junior Women's 71kg",69.72,64,-67,-70,64,-78,0,0,0,0
"Maria Bailey","Junior Women's 71kg",66.57,-64,-64,-64,0,-75,75,-78,75,0
"Sydney Yorton","Junior Women's 71kg",69.95,63,66,-70,66,-85,-85,-86,0,0
"Trevor Owens","Junior Men's 73kg",72.7,-114,-115,-115,0,151,-156,-157,151,0
"Zakaria Naas","Men's 16-17 Age Group 81kg",78.2,123,128,134,134,155,161,165,165,299
"Kyle Martin Jr.","Men's 16-17 Age Group 89kg",86.69,132,-136,-136,132,157,162,-166,162,294
"Corey Robinson","Men's 16-17 Age Group 102kg",101.6,122,126,130,130,155,160,0,160,290
"Lawrence Hooper","Men's 16-17 Age Group 96kg",94.65,-115,115,120,120,146,151,156,156,276
"Landon Spanninger","Men's 16-17 Age Group 102kg",98.75,110,115,120,120,145,150,-155,150,270
"John Teggatz","Men's 16-17 Age Group +102kg",112.45,113,116,120,120,135,141,145,145,265
"Ryan McDonald","Men's 16-17 Age Group 73kg",72.1,-112,112,116,116,140,145,-150,145,261
"Range Robinson","Men's 16-17 Age Group 96kg",89.3,110,114,-118,114,-145,145,-153,145,259
"Bradley  Bingham","Men's 16-17 Age Group +102kg",111.85,-102,102,107,107,-136,139,143,143,250
"Kale Bunce","Men's 16-17 Age Group 81kg",78.1,-110,110,114,114,135,-136,-140,135,249
"Liam Jones","Men's 16-17 Age Group 89kg",87.58,108,112,-115,112,132,137,-142,137,249
"Colin Manning","Men's 16-17 Age Group 73kg",72.45,110,-114,115,115,133,-138,-140,133,248
"Junius Fullard","Men's 16-17 Age Group +102kg",108.37,105,110,-117,110,133,-138,-141,133,243
"August Wagner","Men's 16-17 Age Group 89kg",87.3,103,108,-113,108,130,135,-142,135,243
"Luke Sorensen","Men's 16-17 Age Group +102kg",115.86,97,-101,103,103,133,139,-144,139,242
"Calvin Maloney","Men's 16-17 Age Group 73kg",71.65,91,98,-104,98,136,-141,141,141,239
"Edward Quillin","Men's 16-17 Age Group 96kg",93.15,-106,106,-111,106,-120,120,130,130,236
"Dylan Satkunam","Men's 16-17 Age Group 89kg",82.25,96,100,103,103,126,-132,132,132,235
"Richard Semenza","Men's 16-17 Age Group +102kg",112.5,104,-108,-108,104,130,-135,-135,130,234
"Christopher Abihudi","Men's 16-17 Age Group +102kg",131.2,80,90,95,95,130,138,-145,138,233
"Sebastian Marin","Men's 16-17 Age Group 96kg",90.74,95,99,105,105,120,127,-133,127,232
"Isaque Costa","Men's 16-17 Age Group 89kg",86.76,-103,103,-107,103,129,-134,-135,129,232
"Parker Davis","Men's 16-17 Age Group 96kg",94.7,97,100,-104,100,128,-131,131,131,231
"Ethan Janssen","Men's 16-17 Age Group 89kg",85.7,101,104,107,107,122,-126,-130,122,229
"Logan Lockwood","Men's 16-17 Age Group 61kg",59.75,98,-101,-104,98,125,130,-133,130,228
"Lucas Diehl","Men's 14-15 Age Group +89kg",105.55,94,97,99,99,115,122,125,125,224
"Madden Mones","Men's 14-15 Age Group +89kg",130.3,92,-97,98,98,-118,118,124,124,222
"Dalton House","Men's 16-17 Age Group 96kg",91.3,88,92,97,97,118,-123,125,125,222
"Micale Smith","Men's 16-17 Age Group 73kg",71.3,-93,94,100,100,112,117,121,121,221
"Jake Caldwell","Men's 16-17 Age Group 81kg",78.9,92,-98,100,100,-120,120,-125,120,220
"Javier Cavanaugh","Men's 16-17 Age Group 73kg",71.35,87,90,-92,90,120,125,130,130,220
"Maxwell Peterson","Men's 16-17 Age Group 73kg",73.05,94,-97,98,98,116,121,-124,121,219
"Blake Stewart","Men's 16-17 Age Group 96kg",93.6,93,97,-102,97,-115,116,121,121,218
"Ella Nicholson","Women's 16-17 Age Group 76kg",74.55,98,102,-106,102,116,-121,-122,116,218
"Zean Preston","Men's 16-17 Age Group 81kg",78.95,91,96,-102,96,110,115,121,121,217
"Colyn Baldwin","Men's 16-17 Age Group 89kg",87.08,85,-89,90,90,117,122,127,127,217
"Joel Moura","Men's 16-17 Age Group +102kg",159.6,-85,92,-96,92,120,125,-130,125,217
"Usman khan","Men's 16-17 Age Group 96kg",95.39,90,-95,95,95,-115,116,120,120,215
"Kuolaikahulukupuna Watson","Men's 16-17 Age Group 67kg",65.55,85,88,92,92,110,115,120,120,212
"Jackson Slaughter","Men's 16-17 Age Group 102kg",97,87,-93,-93,87,120,125,-130,125,212
"Nolan Daniel","Men's 16-17 Age Group 73kg",72.7,84,87,91,91,109,-114,120,120,211
"William Guse","Men's 16-17 Age Group +102kg",102.64,92,96,-100,96,110,115,-120,115,211
"JJ Jordan","Men's 16-17 Age Group 89kg",87.2,90,-95,-95,90,116,121,-128,121,211
"Carter Sing","Men's 14-15 Age Group 67kg",66.05,-85,85,95,95,105,115,-120,115,210
"Anthony Nix","Men's 16-17 Age Group 81kg",79.25,85,90,95,95,105,110,115,115,210
"Brenton Weston","Men's 16-17 Age Group 81kg",78.55,88,-92,92,92,107,111,118,118,210
"Owen Kreger-Stickles","Men's 16-17 Age Group 81kg",79.1,89,93,96,96,107,-112,114,114,210
"Samuel Mark","Men's 16-17 Age Group +102kg",104.13,93,96,100,100,105,110,-115,110,210
"Noah Gawarecki","Men's 16-17 Age Group 96kg",94.4,85,-90,90,90,115,120,-130,120,210
"Diego Tercero","Men's 16-17 Age Group +102kg",109.2,86,90,-93,90,-115,115,120,120,210
"Tevin Austell","Men's 14-15 Age Group 81kg",79.5,92,96,98,98,111,-115,-115,111,209
"Trey Barkey","Men's 16-17 Age Group 81kg",78.95,-84,84,87,87,-115,115,120,120,207
"Brandon Schirck","Men's 16-17 Age Group 102kg",97.61,82,87,-92,87,110,115,120,120,207
"Noah Leggio","Men's 16-17 Age Group 89kg",85.91,89,93,95,95,-107,107,110,110,205
"Roy  Maher","Men's 14-15 Age Group 73kg",70.1,88,92,96,96,108,-112,-116,108,204
"Luke Sterns","Men's 16-17 Age Group 67kg",64.5,-84,85,89,89,106,110,114,114,203
"Stanley Mason Danner","Men's 16-17 Age Group 81kg",78.9,91,-96,-101,91,112,-117,-120,112,203
"Orion Whitney","Men's 16-17 Age Group 81kg",81.01,90,-93,95,95,103,108,-112,108,203
"Matthew Mentjox","Men's 16-17 Age Group 96kg",93.32,83,-86,-86,83,112,115,120,120,203
"Gavin  Murphy","Men's 14-15 Age Group 89kg",82.65,84,87,91,91,104,108,111,111,202
"Owen Jones","Men's 16-17 Age Group 81kg",77.6,85,89,92,92,106,110,-115,110,202
"Brandon Sansalone","Men's 14-15 Age Group +89kg",102.86,80,-85,85,85,107,112,115,115,200
"James-David Dendy","Men's 16-17 Age Group 67kg",65.35,82,87,92,92,108,-113,-118,108,200
"Caleb Allen","Men's 16-17 Age Group 102kg",96.43,-77,80,83,83,117,-121,-122,117,200
"Rucker Johnson","Men's 14-15 Age Group 73kg",72.1,83,86,88,88,104,108,111,111,199
"Drew Daner","Men's 16-17 Age Group 67kg",65.45,85,88,-91,88,110,-113,-114,110,198
"Vincent Gallizzi","Men's 16-17 Age Group 73kg",72.35,93,-96,-99,93,105,-110,-112,105,198
"Taveon Sanders","Men's 16-17 Age Group 61kg",59.85,81,84,86,86,103,107,111,111,197
"Gabriel Couilloud","Men's 14-15 Age Group 73kg",71.4,81,84,87,87,103,106,110,110,197
"Trever Weeden","Men's 16-17 Age Group 81kg",74.3,90,-100,-101,90,-107,107,-111,107,197
"Landon Wagoner","Men's 16-17 Age Group +102kg",114.88,80,84,88,88,100,-106,109,109,197
"Conor Whelan","Men's 16-17 Age Group 89kg",85.58,82,86,-90,86,-110,110,-115,110,196
"Jeremy Gillihan","Men's 14-15 Age Group 89kg",85.6,83,87,90,90,-105,105,-110,105,195
"Emory McFann","Men's 14-15 Age Group +89kg",110.9,90,94,-98,94,-100,100,-106,100,194
"William Draper","Men's 16-17 Age Group 67kg",66.1,80,-84,84,84,-110,110,-117,110,194
"Thomas Kniss","Men's 16-17 Age Group 73kg",69.85,82,-87,-90,82,108,112,-115,112,194
"Carl Berneathy","Men's 16-17 Age Group 96kg",93.8,76,80,83,83,107,111,-114,111,194
"Lucas Grimes","Men's 16-17 Age Group 89kg",87.2,83,-86,86,86,100,-105,106,106,192
"Carson Heinsch","Men's 14-15 Age Group 73kg",70.9,-81,82,86,86,100,105,-110,105,191
"Ronin Dangler","Men's 14-15 Age Group 81kg",79.8,75,79,81,81,105,-109,110,110,191
"Vasyl Latyk","Men's 16-17 Age Group 67kg",66.7,-81,82,85,85,102,106,-110,106,191
"Tristan Moeller","Men's 16-17 Age Group 67kg",65.5,79,82,84,84,100,-105,107,107,191
"Lincoln Dana","Men's 16-17 Age Group 61kg",60.95,75,80,85,85,100,-105,105,105,190
"Bryson Brown","Men's 16-17 Age Group 61kg",60.25,74,78,82,82,101,106,108,108,190
"Aaron Presley","Men's 16-17 Age Group 73kg",69.2,73,80,85,85,100,105,-110,105,190
"James Rucker","Men's 16-17 Age Group 81kg",77.7,78,82,-85,82,100,104,108,108,190
"Ian Fulton","Men's 16-17 Age Group 89kg",88.28,77,82,-85,82,105,108,-114,108,190
"Jacob Szukala","Men's 16-17 Age Group 73kg",71.9,80,83,-86,83,102,106,-110,106,189
"Gage Fontenot","Men's 16-17 Age Group 67kg",65.85,80,83,86,86,98,99,103,103,189
"Tobin O'Neal","Men's 16-17 Age Group 67kg",65.8,82,-84,-85,82,105,107,-110,107,189
"Evan McLaughlin","Men's 16-17 Age Group 89kg",87.86,83,-87,-87,83,101,106,-110,106,189
"Tico Smith Jr","Men's 16-17 Age Group +102kg",106.04,75,78,-81,78,104,111,-120,111,189
"Cailen Barclay","Men's 16-17 Age Group 67kg",65.45,79,82,85,85,97,100,103,103,188
"DeMarcus Sanchez","Men's 16-17 Age Group 67kg",67.01,76,-79,-80,76,106,109,112,112,188
"Grant Ferguson","Men's 16-17 Age Group 89kg",86.01,80,85,-88,85,103,-108,-108,103,188
"Stone Larson","Men's 16-17 Age Group 73kg",71.9,75,-77,78,78,109,-113,-114,109,187
"Massimo Shinzato-Barrueto","Men's 14-15 Age Group +89kg",109.45,75,78,81,81,95,100,105,105,186
"Jaron Hodson","Men's 16-17 Age Group 81kg",74.75,82,-85,86,86,95,-100,100,100,186
"Daniel Marquez","Men's 14-15 Age Group 61kg",59.5,80,-83,-83,80,97,102,105,105,185
"Seth Barba","Men's 16-17 Age Group 73kg",72.5,75,80,83,83,95,-100,102,102,185
"Drake Cole","Men's 16-17 Age Group 61kg",59.6,80,-85,-85,80,100,104,-107,104,184
"Kason Komar","Men's 16-17 Age Group 81kg",75.9,65,70,77,77,100,104,107,107,184
"Colby Brown","Men's 16-17 Age Group 102kg",98.17,80,-84,85,85,99,-104,-109,99,184
"Edwin Carrera","Men's 16-17 Age Group 81kg",79.45,78,-80,80,80,-102,-102,102,102,182
"Lazaro Paniagua-Enriquez","Men's 16-17 Age Group 73kg",72.85,76,79,81,81,96,99,101,101,182
"Michael Rayray","Men's 16-17 Age Group 67kg",65.8,-80,80,-85,80,102,-107,-110,102,182
"jace fox","Men's 16-17 Age Group 67kg",64.25,80,-84,-85,80,-100,101,-104,101,181
"Emma Heck","Women's 16-17 Age Group 59kg",58.05,74,78,80,80,94,98,100,100,180
"Ryan Lucas","Men's 14-15 Age Group 89kg",86.55,75,77,-80,77,95,100,103,103,180
"Tyler King","Men's 16-17 Age Group 73kg",70.5,67,70,-75,70,102,106,110,110,180
"Emily Ibanez Guerrero","Women's 13 Under Age Group 59kg",58.1,77,-80,-80,77,95,98,101,101,178
"Antonino Micela","Men's 14-15 Age Group 67kg",64.45,65,70,73,73,95,100,104,104,177
"David Evans","Men's 16-17 Age Group 67kg",66.55,-76,76,81,81,-95,96,-100,96,177
"Gabriel  Thomas","Men's 16-17 Age Group 73kg",70.45,-75,77,-80,77,-95,96,100,100,177
"Layton Parker","Men's 16-17 Age Group 73kg",70.35,68,-73,75,75,90,95,102,102,177
"Harrison Phelps","Men's 16-17 Age Group 61kg",59.85,75,78,-81,78,95,98,-102,98,176
"Ethan Vossen","Men's 14-15 Age Group 67kg",64.95,75,-80,-80,75,98,100,-105,100,175
"Sebastian Rose","Men's 16-17 Age Group 55kg",54.65,74,77,-80,77,93,96,98,98,175
"joshua beauchamp","Men's 16-17 Age Group 61kg",60.25,70,75,80,80,95,-100,-102,95,175
"Connor Hwang","Men's 16-17 Age Group 67kg",65.55,70,75,77,77,93,-98,98,98,175
"Robert Whitlock","Men's 14-15 Age Group 73kg",68,70,72,74,74,90,95,100,100,174
"Andre Chavarria","Men's 16-17 Age Group 61kg",60.15,75,-79,-80,75,95,99,-105,99,174
"Gino Zecca","Men's 16-17 Age Group 67kg",62.55,67,70,74,74,94,97,100,100,174
"Nathan Culler","Men's 16-17 Age Group 73kg",72.5,73,77,-80,77,-97,97,-102,97,174
"Devin Welker","Women's 16-17 Age Group 64kg",63.33,74,77,80,80,90,-93,93,93,173
"Caden Yacavone","Men's 16-17 Age Group 67kg",65.15,77,80,-82,80,89,93,-96,93,173
"Jackson White","Men's 16-17 Age Group 67kg",65.85,75,78,-80,78,90,95,-100,95,173
