lifter,age,bodyWeight,snatch1,snatch2,snatch3,snatchBest,cj1,cj2,cj3,cjBest,total
"Estelle Rohr","Open Women's 76kg",74,86,90,94,94,109,114,119,119,213
"Matthew Mantooth","Men's Masters (35-39) 73kg",73,-90,90,-93,90,-120,120,-124,120,210
"Andrew Tyree","Open Men's 89kg",83,90,-95,-95,90,115,120,-124,120,210
"Alejandro Pasillas","Open Men's 81kg",76.6,90,95,-98,95,112,-115,-115,112,207
"Max Diaz","Men's Masters (35-39) +109kg",129.5,82,84,-86,84,-110,112,115,115,199
"Christian Rivera","Open Men's 96kg",90.4,85,88,91,91,105,108,-112,108,199
"Bryn Odberg","Open Women's 64kg",63.2,83,-86,87,87,106,109,112,112,199
"simon san miguel","Men's Masters (40-44) 96kg",95.7,80,84,87,87,103,107,-111,107,194
"Carter Wilson","Open Men's 81kg",77,-88,-88,88,88,106,-111,-113,106,194
"Carson Slater","Open Men's 102kg",98.93,80,83,-86,83,100,105,108,108,191
"Michael Parrish","Open Men's 96kg",90.5,-70,70,75,75,95,100,105,105,180
"Mallory Garza","Open Women's 71kg",65.55,70,73,76,76,94,98,102,102,178
"Jeanna Mullen","Open Women's 71kg",67.3,74,77,80,80,93,96,-99,96,176
"Neil Skorka","Men's Masters (40-44) 89kg",85.85,-72,-72,72,72,90,-97,100,100,172
"Aadam Husain","Open Men's 73kg",72.3,68,-73,73,73,91,-95,95,95,168
"Karla Tapia","Open Women's +87kg",111.3,71,73,-75,73,91,93,95,95,168
"Rowdy Cearley","Men's 16-17 Age Group 67kg",66.25,71,73,75,75,92,-96,-96,92,167
"Hector Ibanez","Men's Masters (40-44) +109kg",129.8,65,-70,-73,65,-91,92,101,101,166
"Justin Obana","Men's Masters (35-39) 73kg",72,66,-68,68,68,-90,92,-94,92,160
"Gabriel Macias","Open Men's 89kg",85.7,64,-68,69,69,83,87,91,91,160
"Corey Mitchell","Open Men's 81kg",79.2,60,63,66,66,87,91,-95,91,157
"Jacob Lee","Open Men's 73kg",68.5,62,65,68,68,82,86,-90,86,154
"Tina Martinez","Women's Masters (35-39) 76kg",75.4,64,-67,-67,64,84,90,-93,90,154
"Jessica Ferrari","Open Women's 76kg",73.2,64,66,69,69,78,81,84,84,153
"Nathaniel Lopez","Open Men's 61kg",60.45,58,61,-64,61,85,88,91,91,152
"Roman Alexander Paez","Men's 14-15 Age Group +89kg",107,62,64,67,67,-80,80,83,83,150
"Maritza Almada","Open Women's 71kg",69.1,60,63,65,65,80,85,-90,85,150
"Gloria Diaz Otero","Open Women's 59kg",57.35,58,61,-63,61,72,76,80,80,141
"Kaylee Montero","Open Women's 76kg",75.5,55,60,65,65,70,75,0,75,140
"Eleanor Otis","Women's 16-17 Age Group 64kg",60.45,56,59,62,62,65,-70,70,70,132
"Felicia Rodriguez","Open Women's +87kg",99.65,50,53,-55,53,69,73,76,76,129
"Colin Ronan","Men's 16-17 Age Group 67kg",64.98,-50,-50,50,50,71,75,-80,75,125
"Kali Holcomb","Open Women's 76kg",74.4,-52,52,55,55,70,-75,-75,70,125
"Donna Mills","Open Women's 71kg",64.55,49,53,55,55,63,-70,70,70,125
"Hailey Malicoat","Open Women's +87kg",95.4,-57,57,-61,57,67,-72,-72,67,124
"Lisa Jones","Open Women's 55kg",55,51,-53,54,54,65,-67,-67,65,119
"Jessica Bahling","Open Women's 71kg",70.4,51,-54,54,54,61,64,-67,64,118
"Sarah Aledaney","Open Women's +87kg",102.6,40,45,48,48,60,65,-70,65,113
"Ashley Castro","Open Women's 76kg",73.5,43,46,-48,46,60,64,67,67,113
"Kaydence  Moss","Women's 14-15 Age Group +76kg",99.5,46,49,-54,49,-62,63,-70,63,112
"Victoria Trevino","Women's Masters (40-44) 76kg",74.8,41,43,45,45,63,-66,66,66,111
"Ugonna Eziuku","Open Women's 76kg",72.9,45,48,-51,48,60,-63,63,63,111
"Jami de Roulac","Open Women's +87kg",107.1,45,46,49,49,-60,60,-63,60,109
"Yvette Bennett","Women's Masters (45-49) 71kg",67.5,39,41,43,43,52,54,56,56,99
"Tatum Fox","Women's 14-15 Age Group 64kg",61.8,40,44,-50,44,50,55,-60,55,99
"Gia  Duva","Women's 16-17 Age Group 59kg",58.2,32,35,38,38,51,55,60,60,98
"Brenda Savariego","Open Women's 64kg",62.7,37,39,42,42,51,54,-57,54,96
"Macie Boast","Women's 13 Under Age Group +64kg",65.15,-36,36,-39,36,52,56,60,60,96
"Alexis Harn","Women's 14-15 Age Group 64kg",62.65,36,-39,-41,36,-55,55,60,60,96
"Kristin Johnson","Women's Masters (55-59) 71kg",68.75,39,-41,41,41,50,52,54,54,95
"Alisa Willumsen","Women's Masters (35-39) 81kg",77.3,35,-38,38,38,-48,-51,51,51,89
"Kristen  Nelson","Women's Masters (35-39) 87kg",83.05,34,37,39,39,45,48,50,50,89
"Mason Pryor","Men's 13 Under Age Group 67kg",64,32,35,38,38,42,-46,50,50,88
"Evelyn Otis","Women's 13 Under Age Group 40kg",36.25,20,22,25,25,26,29,-31,29,54
"Aryia Rodriguez","Women's 13 Under Age Group 30kg",21.15,5,6,7,7,10,11,12,12,19
"Michael Ben-Hain","Men's Masters (45-49) 81kg",80.9,-72,-72,-72,0,0,0,0,0,0
"Leo Ovalle","Open Men's 81kg",78.2,-102,-102,-102,0,125,128,131,131,0
"Brook Jacoby","Open Men's 81kg",76,-102,-102,-120,0,121,126,130,130,0
"Megan Munsell","Women's Masters (35-39) 71kg",69.05,73,-76,-76,73,-95,0,0,0,0
"Julia Irey","Open Women's 87kg",82.8,-51,-51,-51,0,58,-61,61,61,0
"Tiana Trejo","Open Women's 76kg",73.45,51,54,56,56,-66,0,0,0,0
"Joseph Kim","Open Men's 81kg",79.85,86,92,0,92,110,0,0,110,202
"Taylor Tredinnick","Open Men's 81kg",75.8,80,85,90,90,105,110,0,110,200
"Daegun Bong","Open Men's 81kg",77.2,80,82,85,85,100,0,0,100,185
"Leigha Amick","Open Women's 64kg",63.95,50,52,54,54,66,69,71,71,125
"Abigail Manning","Open Women's 81kg",79.5,50,55,57,57,65,68,0,68,125
"Jane Shin","Open Women's 64kg",61.2,50,53,55,55,65,68,0,68,123
"Joshua Iannotti","Open Men's 109kg",105,110,115,120,120,140,150,160,160,280
"Dominic Defiesta","Open Men's 89kg",88.5,117,122,-127,122,148,-152,-152,148,270
"charles chou","Open Men's 81kg",79.8,105,109,-111,109,-128,130,133,133,242
"Chad Seltzer","Men's Masters (35-39) 81kg",81,-103,104,-107,104,128,-133,133,133,237
"Greg Sugawara","Open Men's 96kg",89.6,95,98,-101,98,118,-123,123,123,221
"Eugene Yasutomi","Men's Masters (35-39) 81kg",79.6,85,89,92,92,119,-125,125,125,217
"Kenneth Noriesta","Open Men's 109kg",108.8,80,85,90,90,105,110,115,115,205
"Jeffrey Luzod","Men's Masters (35-39) +109kg",165.2,-82,84,-86,84,114,118,-122,118,202
"Jason Helfrich","Men's Masters (35-39) 89kg",84.95,85,89,93,93,103,108,-113,108,201
"Glen Lipschitz","Open Men's 81kg",79.9,81,86,-91,86,108,115,-121,115,201
"Steven Mcilvain","Men's Masters (35-39) 102kg",101.1,78,81,84,84,107,111,-114,111,195
"Derek Maldonado","Open Men's +109kg",125.1,84,-87,87,87,100,105,-110,105,192
"Carlos Davila","Open Men's 81kg",75.25,65,70,75,75,85,95,102,102,177
"Robert Corona","Open Men's 73kg",72.2,76,-81,-82,76,95,-100,100,100,176
"Ally Folsom","Open Women's 76kg",73,74,78,-82,78,92,97,-102,97,175
"Chun-Peng Lin","Open Men's 73kg",70.05,65,70,74,74,88,94,100,100,174
"Sara Donis","Women's Masters (35-39) 71kg",70.05,62,67,-70,67,92,-95,-95,92,159
"Alexander  Yim","Open Men's 96kg",94,-55,55,-61,55,90,95,102,102,157
"Tram Tran","Open Women's 55kg",54.8,65,68,70,70,80,83,-86,83,153
"Lacey Fema","Open Women's 59kg",57.75,62,-64,65,65,-85,-85,85,85,150
"Nicolas Martinez","Junior Men's 55kg",54.7,61,64,-67,64,82,-86,86,86,150
"Davidson Alipio","Open Men's 81kg",75.9,68,-72,-72,68,80,82,-85,82,150
"Emily Hein","Open Women's 87kg",86.15,62,65,-67,65,-80,81,83,83,148
"Michael  Morita","Men's Masters (45-49) 89kg",88.05,52,56,61,61,75,79,84,84,145
"Joshua  Perez","Men's Masters (35-39) 102kg",96.8,52,57,66,66,70,-75,77,77,143
"Natalie Jean Vezina","Women's Masters (35-39) 59kg",58.6,60,-63,-63,60,78,81,-84,81,141
"Gretchen Villa","Open Women's 49kg",45.35,55,59,-62,59,73,77,81,81,140
"Lisbet Celestino","Open Women's 87kg",87,55,58,-61,58,80,-83,-83,80,138
"Lynsey Alabab","Open Women's 81kg",78.9,54,60,-68,60,65,73,-77,73,133
"Richard Hughes","Men's Masters (40-44) +109kg",128.1,50,52,56,56,62,66,70,70,126
"Anwar Engelhart","Men's Masters (40-44) 73kg",71.35,47,51,55,55,61,65,69,69,124
"Jessica Lima","Open Women's 71kg",68.4,52,-54,54,54,-70,-70,70,70,124
"Sarah Borah","Women's Masters (40-44) +87kg",109.55,52,54,58,58,65,-68,-68,65,123
"Danielle Barnes","Open Women's 55kg",53.45,48,50,52,52,64,66,68,68,120
"Crystal Pelka","Open Women's 71kg",67.6,48,-51,52,52,63,-66,67,67,119
"Lizeth Martinez","Open Women's +87kg",106.8,43,45,47,47,-67,67,69,69,116
"Veronica Figueroa","Open Women's 81kg",77.45,36,45,50,50,50,56,66,66,116
"Fhea Rozanne Brown","Open Women's 71kg",68.45,43,47,50,50,61,-64,64,64,114
"Angelica Campos","Junior Women's 81kg",76.6,45,48,-51,48,60,63,-66,63,111
"Ariana Naghibi","Open Women's 87kg",83.7,45,-50,-50,45,58,61,66,66,111
"Cecilia Armenta","Open Women's 76kg",74.9,43,47,50,50,55,60,-63,60,110
"Tam Nguyen","Open Women's 55kg",54.25,44,46,48,48,57,60,-63,60,108
"Abigail  Martinez","Open Women's 59kg",58.9,36,39,44,44,54,58,62,62,106
"Aria Smith","Open Women's +87kg",115.35,44,47,-50,47,52,55,58,58,105
"Michele Toma","Women's Masters (35-39) 81kg",80.35,40,43,-46,43,54,57,60,60,103
"Maria Silva","Open Women's 76kg",72.5,40,43,46,46,48,51,56,56,102
"Yessenia Montenegro","Open Women's 87kg",84.55,44,-47,-47,44,53,56,-59,56,100
"Susannah Perez","Women's Masters (55-59) 64kg",60.8,-45,45,48,48,51,-54,-55,51,99
"Cassie Dennison","Women's Masters (35-39) 64kg",61.5,38,-41,42,42,51,54,57,57,99
"Estefania Carrillo","Open Women's 71kg",67.15,39,41,-45,41,53,55,57,57,98
"Vicki Myers","Women's Masters (55-59) 76kg",72.5,37,39,41,41,45,48,51,51,92
"Cristina Garcia-Versteegh","Women's Masters (40-44) 64kg",62.3,34,-36,36,36,48,51,54,54,90
"Xi Jia Engelhart","Women's Masters (40-44) 59kg",56.8,-34,36,-39,36,45,47,50,50,86
"Diana Munoz","Open Women's 64kg",62.15,31,33,35,35,43,46,49,49,84
"Danielle Jorda","Women's Masters (50-54) 59kg",57.4,32,36,-39,36,-42,-44,44,44,80
"Mika Kodaira","Open Women's 45kg",43.5,-28,28,31,31,40,42,-44,42,73
"Ahtziry Cortez","Open Women's 71kg",68.3,27,29,-32,29,36,-41,41,41,70
"Sarah  Shiwlall","Women's 13 Under Age Group 40kg",39.85,15,17,20,20,20,23,26,26,46
"Chris Wong","Men's Masters (35-39) 89kg",89,91,-95,-97,91,-126,-126,-127,0,0
"Melissa Soqui","Open Women's 81kg",77.6,55,58,-60,58,-68,-68,-70,0,0
"Benigno Orellana","Men's Masters (35-39) 96kg",95.1,-86,-87,-87,0,-106,-106,106,106,0
"Cameron Dowling","Open Men's 73kg",72.8,110,-115,115,115,140,145,0,145,260
"Benton Gray","Open Men's 96kg",94,95,102,-110,102,120,125,0,125,227
"Alex Dejesse","Open Men's 81kg",79.7,92,95,100,100,106,111,116,116,216
"Robert Erickson","Open Men's 89kg",85.9,86,90,-94,90,110,114,118,118,208
"Race Williams","Open Men's 109kg",103,75,78,-82,78,115,120,123,123,201
"Dominic Trejo","Open Men's 81kg",79.4,80,83,86,86,110,-113,-117,110,196
"Humberto Del castillo","Men's Masters (40-44) 81kg",80.4,85,88,-91,88,-105,105,-110,105,193
"Szabolcs Denes","Open Men's 67kg",64.3,68,71,74,74,88,91,95,95,169
"Elizabeth Hernandez","Women's Masters (35-39) +87kg",97.2,60,62,64,64,73,75,77,77,141
"Isaac Menchaca","Men's 16-17 Age Group 89kg",82.6,53,55,58,58,71,74,78,78,136
"McKenzie Bieg","Open Women's 71kg",66.9,48,52,55,55,68,72,76,76,131
"Valerie Rubalcava","Open Women's 87kg",83.5,53,-56,56,56,75,-80,-80,75,131
"Jackson Arnau","Men's 14-15 Age Group 55kg",54.5,49,52,55,55,60,65,70,70,125
"Paige Steuber","Open Women's 55kg",53.9,46,49,-53,49,52,-56,57,57,106
"Grayson Sax","Men's 16-17 Age Group 55kg",54.4,-43,43,-45,43,57,60,62,62,105
"Jessica Valdez","Women's Masters (35-39) 76kg",73.7,37,-40,40,40,50,55,-60,55,95
"Lenore Grijalva","Women's Masters (60-64) 87kg",86.4,32,34,37,37,45,48,-51,48,85
"KARI WILLIAMS","Women's Masters (45-49) 71kg",65.8,33,35,-38,35,48,-52,-52,48,83
"Diego Ramirez","Men's Masters (35-39) 102kg",101.4,75,-80,-82,75,-122,-122,-122,0,0
"Kirstyn Vessey","Open Women's +87kg",115.75,-37,-37,-37,0,47,51,56,56,0
"Zachary Mayer","Men's Masters (35-39) +109kg",112.7,112,117,123,123,141,150,-160,150,273
"Bryann Turner","Men's Masters (40-44) 89kg",87.8,110,113,-118,113,148,152,156,156,269
"Jeff Franzen","Men's Masters (35-39) 102kg",101.3,105,110,115,115,135,142,-148,142,257
"Derek Nguyen","Men's Masters (35-39) 73kg",71.4,100,105,110,110,130,-131,-131,130,240
"Peter Do","Open Men's 96kg",92.8,90,95,100,100,110,115,122,122,222
"Isaac Marron","Open Men's 73kg",72.5,95,99,103,103,113,118,-125,118,221
"Eric Oss","Men's Masters (50-54) +109kg",124.8,-83,-87,88,88,117,121,124,124,212
"Jeff Goode","Open Men's 89kg",86.5,-85,85,90,90,110,115,120,120,210
"Paden Bergdall","Open Men's 96kg",96,85,-95,-97,85,100,110,120,120,205
"Jake Bone","Open Men's 73kg",69.5,84,-88,88,88,108,-112,112,112,200
"Kyle Sanchez","Open Men's 96kg",92,85,-88,-90,85,110,115,-120,115,200
"Isaiah Miles","Men's 16-17 Age Group 67kg",64.5,85,87,89,89,100,105,110,110,199
"Isiquiel Lemos","Open Men's 67kg",65.9,80,83,-86,83,-111,-111,111,111,194
"Charlie Anzaldo","Open Men's 73kg",69.1,65,69,73,73,-88,90,95,95,168
"Lindsey Yeom","Open Women's 59kg",58.2,68,71,-74,71,85,89,-92,89,160
"Emi Smith","Open Women's 59kg",59,70,73,-75,73,-80,80,-83,80,153
"Madeline Valenzuela","Open Women's 71kg",69.6,-61,-62,62,62,72,75,78,78,140
"Tori Taylor","Open Women's +87kg",92.5,55,-58,-58,55,74,76,79,79,134
"Emily Hubbard","Women's Masters (40-44) 81kg",77.6,55,58,60,60,70,73,-75,73,133
"Vicki Piper","Women's Masters (55-59) 76kg",75.5,54,57,-60,57,70,73,76,76,133
"Trina Sumodobila","Women's Masters (40-44) 71kg",69.1,53,-56,56,56,62,-65,65,65,121
"Tracy Bolsinger","Women's Masters (45-49) +87kg",106.8,45,48,52,52,58,61,65,65,117
"Stacy Friscia","Open Women's 81kg",79.6,41,43,45,45,59,63,-65,63,108
"lauren bailey","Open Women's 81kg",77.8,39,41,43,43,58,61,-63,61,104
"Bethany  Morillo","Women's Masters (50-54) +87kg",107.8,37,39,-41,39,56,59,61,61,100
"Masha Logan","Women's Masters (35-39) 55kg",53.9,42,-44,-46,42,48,51,53,53,95
"Rachel Lietz","Open Women's 76kg",73.7,-41,41,-45,41,51,53,-55,53,94
"Soren Artman","Men's 13 Under Age Group 61kg",61,26,28,-30,28,34,37,40,40,68
"Kim Piper","Women's Masters (55-59) 64kg",62.6,26,28,-30,28,32,35,39,39,67
"JanJay Mendoza","Men's Masters (35-39) 89kg",89,96,101,-105,101,-111,-111,-112,0,0
"Nathan Tran","Junior Men's 73kg",71.6,-88,88,-92,88,-115,-115,-115,0,0
"Michael Ortega","Open Men's 96kg",95.9,120,125,130,130,155,161,166,166,296
"Conner Sparks","Open Men's 89kg",84.5,120,125,-130,125,150,160,-171,160,285
"Vincenzo Mesa","Open Men's 89kg",83.8,120,125,-130,125,140,-145,148,148,273
"Thomas Fontana","Open Men's +109kg",122,110,115,120,120,150,-152,-155,150,270
"Alexander Jacamo","Open Men's 89kg",88,108,-115,115,115,141,148,-155,148,263
"Sean Guterres","Open Men's 73kg",68.8,107,110,-112,110,-135,-135,135,135,245
"Enzo Mancini","Open Men's 96kg",94.5,95,103,108,108,126,132,137,137,245
"Alexander Pan","Open Men's 81kg",79.9,106,-110,110,110,132,-138,-140,132,242
"Timothy Torres","Open Men's +109kg",119.4,90,96,100,100,130,-136,141,141,241
"Albert Bartolome","Open Men's 96kg",95.5,98,-103,103,103,125,133,-140,133,236
"Dan Zeng","Open Men's 81kg",80.2,98,101,106,106,116,123,127,127,233
"Michael Velasquez","Open Men's 81kg",80.8,96,-100,100,100,122,126,-130,126,226
"Brian Fish","Open Men's 96kg",94.1,95,-100,-105,95,130,-133,-137,130,225
"Duy Tran","Open Men's 81kg",81,96,100,-103,100,112,116,122,122,222
"Andrew Cole","Open Men's 81kg",80.1,94,97,100,100,114,118,121,121,221
"Jason Bolton","Open Men's 96kg",93.5,90,94,-96,94,116,120,123,123,217
"Chris Nichols","Open Men's 81kg",76.5,90,-93,-93,90,120,-125,-125,120,210
"Kevin Ruoff","Open Men's 73kg",70,80,84,90,90,100,106,110,110,200
"Orlando Aspurias","Open Men's +109kg",113.3,78,81,86,86,105,110,113,113,199
"Maksymilian Bialek","Open Men's +109kg",119.1,-88,88,-91,88,105,110,-115,110,198
"Elliot Leet","Open Men's 96kg",95.1,81,-84,84,84,105,110,113,113,197
"Matthew Steinwachs","Open Men's 81kg",79.2,-90,-90,90,90,-104,104,107,107,197
"Sam Butarbutar","Open Men's 81kg",73.8,81,84,86,86,-103,105,109,109,195
"Ethan Horio","Open Men's 67kg",66.3,80,-85,-85,80,107,112,-120,112,192
"Ignacio Mora","Open Men's 81kg",77.9,80,83,85,85,95,100,105,105,190
"Kevin Lee","Men's Masters (40-44) 96kg",92.9,81,84,-87,84,96,100,104,104,188
"Daniel Louie","Open Men's 61kg",60.5,77,80,-82,80,93,97,-100,97,177
"bret tom","Open Men's 67kg",62.8,75,78,-80,78,92,-96,98,98,176
"Alex Gonzales","Open Men's 73kg",71.3,70,74,-78,74,94,-98,98,98,172
"Geoffrey Price","Open Men's 89kg",88.6,74,77,-78,77,94,-98,-98,94,171
"Vasiliki Magnuson","Open Women's 71kg",66.7,74,-77,-80,74,90,-93,93,93,167
"Brandon Beane","Open Men's 81kg",77.6,66,69,72,72,89,92,95,95,167
"Nadia Khan","Open Women's 71kg",70.3,72,-75,-75,72,94,-97,-98,94,166
"Preston Sparks","Open Men's 61kg",59.9,69,72,76,76,80,85,90,90,166
"Kha-Nhu Lam","Open Women's 64kg",63.4,70,-73,-75,70,90,95,-100,95,165
"Jordan Hendricks","Open Women's 81kg",77.7,68,71,74,74,80,85,90,90,164
"Alan Reese","Open Men's 96kg",92.1,70,74,77,77,81,85,-90,85,162
"Luke Langley","Open Men's 73kg",71.3,65,69,73,73,80,84,88,88,161
"Noah Garcia","Open Men's +109kg",118.1,84,88,92,92,68,-95,-105,68,160
"Jaren Jae Delos Reyes","Open Men's 61kg",60.1,67,70,-73,70,85,90,-95,90,160
"Charles Hespen","Open Men's 89kg",84,67,70,73,73,83,-87,87,87,160
"Allison D'Ambrosio","Open Women's 64kg",62.1,66,69,71,71,81,84,87,87,158
"Hunter Haynes","Open Men's 73kg",71.6,63,66,-71,66,82,-88,91,91,157
"Jeremy Goforth","Open Men's 96kg",94.2,67,-71,-71,67,81,-86,86,86,153
"Rachel Carter","Open Women's 71kg",69.3,59,62,64,64,82,85,-88,85,149
"Elle Hatamiya","Open Women's 64kg",63.3,64,67,-69,67,79,-82,-83,79,146
"Chaoxun Yuan","Open Women's 64kg",62.2,58,61,64,64,78,81,-84,81,145
"Shiven Bharol","Open Men's 73kg",69,63,-67,-70,63,80,-83,-85,80,143
"Bryce Warriner","Open Men's 89kg",86.5,57,60,63,63,73,77,80,80,143
"JW Gurtis","Open Men's 96kg",95.8,53,57,60,60,70,75,80,80,140
"Alexandrea Canlas","Women's Masters (35-39) 71kg",71,58,-61,62,62,70,75,78,78,140
"Jaxson Sullivan","Men's 14-15 Age Group 61kg",56.5,52,55,59,59,72,76,80,80,139
"Olga Krzyszton","Women's Masters (35-39) 81kg",80.8,56,-59,-60,56,72,75,79,79,135
"Alyssa Hines","Women's 14-15 Age Group 71kg",69.1,57,60,63,63,71,-74,-76,71,134
"Anastasia  Jimenez","Open Women's 71kg",70.1,53,56,58,58,68,73,-76,73,131
"Teneha Sandoval","Open Women's 81kg",76.3,52,54,-56,54,73,-75,75,75,129
"Paige Hernandez","Women's Masters (40-44) 81kg",80.2,53,56,59,59,63,66,70,70,129
"Danielle Diaz","Open Women's 81kg",80.3,55,58,-60,58,69,-72,-72,69,127
"Ariana Canalez","Open Women's +87kg",101.1,48,50,-52,50,70,73,76,76,126
"Danice Discipulo","Women's Masters (40-44) 59kg",57.6,50,52,-54,52,70,73,-75,73,125
"Emily Demars","Women's Masters (40-44) 64kg",60.4,51,-53,54,54,66,69,-71,69,123
"Soupha Jones","Women's Masters (45-49) 59kg",57.8,51,-53,53,53,62,65,68,68,121
"Alexis Horn","Women's Masters (45-49) 71kg",68.9,-52,52,-54,52,64,66,68,68,120
"Alina Faaola","Open Women's +87kg",151.4,44,47,49,49,63,66,69,69,118
"Nicole Kennedy-Raymes","Women's Masters (50-54) 64kg",63.6,47,50,53,53,60,63,65,65,118
"Eloise Larose","Open Women's 59kg",58.8,-47,47,-50,47,-67,67,70,70,117
"Katea  Puamau","Women's 13 Under Age Group +64kg",112.1,45,47,49,49,60,63,65,65,114
"Sally French","Open Women's 49kg",47.1,46,-48,48,48,62,-65,65,65,113
"Kaya Malia Henn","Women's 14-15 Age Group 49kg",47.65,44,46,48,48,59,62,65,65,113
"John Destacamento","Open Men's 67kg",66.6,50,53,-55,53,60,0,0,60,113
"liam gargan","Men's 14-15 Age Group 61kg",59.6,47,49,-51,49,60,-62,62,62,111
"Mia Christian","Open Women's 87kg",82.1,45,-47,0,45,55,58,61,61,106
"Kai Moore","Open Women's 59kg",55.1,-42,44,-46,44,55,58,61,61,105
"Ashley Colombe","Open Women's 59kg",58.1,39,42,-46,42,-60,60,63,63,105
"Leah Putlek","Open Women's 64kg",63.4,41,42,43,43,58,60,-62,60,103
"Jodi Jordan","Women's Masters (60-64) 71kg",68.4,43,45,47,47,51,53,55,55,102
"Gia  Kirk","Open Women's 55kg",54.3,43,45,-47,45,56,-59,-59,56,101
"Adelina  Drake","Open Women's 71kg",70.3,-38,39,42,42,54,58,-62,58,100
"Jared Afu","Men's 13 Under Age Group 67kg",65.7,39,41,43,43,50,54,56,56,99
"Monica Hagen","Women's Masters (55-59) 76kg",75.7,34,37,39,39,50,52,55,55,94
"Sandra Guterres","Women's Masters (60-64) 55kg",55,34,37,40,40,48,51,54,54,94
"Emma Thompson","Open Women's 55kg",51.4,41,-43,-43,41,51,53,-55,53,94
"Angela Santana","Open Women's 55kg",51.4,38,-42,42,42,48,-52,-53,48,90
"Eve Li","Open Women's 55kg",55,37,-39,39,39,46,48,50,50,89
"Tierney Korotkin","Women's Masters (60-64) 64kg",62.6,36,38,-40,38,47,49,51,51,89
"Kayla Doherty","Women's 13 Under Age Group 55kg",55,29,31,33,33,40,43,45,45,78
"Ellie  Dobrinski","Women's 13 Under Age Group 49kg",46.8,28,30,32,32,-40,40,43,43,75
"Kayden Doherty","Men's 13 Under Age Group 44kg",42.1,26,28,30,30,-40,40,43,43,73
"Sarah Glazer","Women's Masters (50-54) 71kg",70.2,25,-28,28,28,35,38,-40,38,66
"Charlotte Sullivan","Women's 13 Under Age Group 40kg",38.9,24,26,28,28,33,36,-39,36,64
"Katelyn Susana Afu","Women's 13 Under Age Group +64kg",71.9,23,24,25,25,31,33,35,35,60
"Brooklynn Vella","Women's 13 Under Age Group 33kg",32.8,24,-26,-26,24,33,-35,-35,33,57
"Meleoni Afu","Women's 13 Under Age Group 55kg",52.2,22,-24,-24,22,31,33,35,35,57
"Lauren Takeuchi","Women's 13 Under Age Group 40kg",37.1,10,-11,11,11,13,14,15,15,26
"Justin Dikitanan","Open Men's 81kg",80.4,-71,-72,-72,0,90,93,96,96,0
"Mohammad Hashemian","Open Men's 109kg",108.2,-130,-133,-133,0,0,0,0,0,0
"Hannah Wheeler","Open Women's +87kg",104.1,-82,-82,-85,0,-106,106,111,111,0
"Corin Keller","Open Women's 76kg",71.6,-78,-78,-78,0,90,-95,-95,90,0
"Kahlil Cacabelos","Open Men's 81kg",78.6,-90,-92,-95,0,114,118,122,122,0
"Alex Seuser","Open Men's 89kg",88.2,95,-100,100,100,-120,-120,-120,0,0
"Alexis Figueroa","Open Men's +109kg",138.3,115,120,-130,120,145,155,160,160,280
"Erik  Schreiber","Men's Masters (40-44) 96kg",95.3,110,115,118,118,126,-130,133,133,251
"Colin Whiting","Open Men's +109kg",118.75,97,103,107,107,125,132,136,136,243
"Mostapha El-Jlailati","Men's Masters (50-54) 89kg",88.25,95,104,107,107,115,125,135,135,242
"Alexander El Kordi-Hubbard","Open Men's 73kg",73,100,-104,-104,100,-130,132,-140,132,232
"Andrew Siddall","Open Men's 81kg",80.55,103,-107,-107,103,-120,120,-126,120,223
"Charles Caris","Open Men's 81kg",79.25,93,96,100,100,120,-126,-127,120,220
"Austin Wright","Open Men's 89kg",88.25,85,89,-95,89,110,114,117,117,206
"mehdi fadli","Open Men's 81kg",78.65,85,90,-95,90,110,115,-120,115,205
"Vince Vuong","Men's Masters (35-39) 73kg",69.6,86,90,93,93,106,111,-116,111,204
"Imran Hashmi","Men's Masters (35-39) 89kg",88.4,83,86,89,89,107,-111,111,111,200
